Test,Animal,Experiment,Stage,Trial,P4_tget_latency_to_first_entry,Distance(m),Path_efficiency,Q1_entries,Q1_time,Q1_distance,Q1_mean_visit,Q2_entries,Q2_time,Q2_distance,Q2_mean_visit,Q3_entries,Q3_time,Q3_distance,Q3_mean_visit,Q4_tget_entries,Q4_tget_time,Q4_tget_distance,Q4_tget_latency_to_first_entry,Q4_tget_mean_visit,P4_tget_entries,P4_tget_mean_distance_from,P4_tget_time_getting_closer_to_zone,Q4_Pecent_time,P4_time_getting_closer,Fake_crossings_P1.P2.P3
255,23,4,2,1,"7,1","1,463","0,418",0,"0,0","0,000","0,0",1,"0,9","0,303","0,9",1,"1,9","0,681","1,9",1,"4,3","0,478","2,8","4,3",1,"0,160","2,2",61,31,"1,00"
28,37,7,2,4,"9,8","1,420","0,246",2,"5,1","0,972","2,6",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",3,"4,7","0,449","0,0","1,6",1,"0,186","4,4",48,45,"1,00"
170,26,5,2,1,"60,0","1,413","0,357",1,"59,4","1,413","59,4",1,"0,6","0,000","0,6",0,"0,0","0,000","0,0",0,"0,0","0,000",,"0,0",0,"0,500","28,6",0,48,"0,00"
70,4,1,4,2,"13,9","1,402","0,083",1,"3,6","0,632","3,6",1,"0,2","0,000","0,2",1,"1,1","0,271","1,1",2,"7,7","0,327","0,0","3,9",0,"0,115","6,4",55,46,1
176,19,3,4,4,"9,9","1,382","0,166",1,"0,4","0,076","0,4",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,8","0,134","6,1","3,8",2,"0,239","2,8",38,28,1
127,31,6,4,3,"16,0","1,357","0,553",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,7","0,755","5,7",1,"10,3","0,602","5,7","10,3",0,"0,163","7,0",64,44,"1,00"
38,40,7,2,2,"18,1","1,354","0,178",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",2,"6,7","0,577","3,4",2,"11,4","0,777","4,5","5,7",0,"0,155","9,3",63,51,"0,00"
258,23,4,2,4,"7,1","1,339","0,459",1,"1,7","0,410","1,7",1,"1,3","0,577","1,3",1,"0,3","0,055","0,3",1,"3,8","0,297","3,3","3,8",1,"0,358","2,4",54,34,"0,00"
193,26,5,3,4,"17,0","1,331","0,163",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"9,1","0,582","9,1",2,"7,9","0,749","0,0","3,9",1,"0,208","7,7",46,45,"0,00"
35,11,2,2,3,"12,7","1,295","0,383",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"7,2","1,102","7,2",1,"5,5","0,193","7,2","5,5",1,"0,379","4,2",43,33,0
153,20,3,2,1,"9,9","1,284","0,596",0,"0,0","0,000","0,0",1,"1,1","0,112","1,1",1,"3,1","0,786","3,1",1,"4,2","0,214","5,7","4,2",1,"0,348","4,8",42,48,0
162,19,3,3,2,"11,3","1,271","0,403",1,"0,4","0,108","0,4",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"7,8","0,685","3,5","7,8",1,"0,170","4,2",69,37,1
280,22,4,4,2,"10,7","1,267","0,286",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"10,7","1,267","0,0","10,7",0,"0,088","4,5",100,42,"0,00"
134,33,6,4,2,"9,2","1,267","0,098",2,"2,8","0,668","1,4",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",3,"6,4","0,599","0,0","2,1",1,"0,103","2,3",70,25,"1,00"
135,33,6,4,3,"8,5","1,266","0,603",0,"0,0","0,000","0,0",1,"0,7","0,113","0,7",1,"3,1","0,956","3,1",1,"4,7","0,197","3,8","4,7",0,"0,187","3,4",55,40,"0,00"
118,16,2,4,2,"9,5","1,264","0,196",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,2","0,780","3,2",1,"4,6","0,388","4,9","4,6",1,"0,292","2,4",48,25,0
81,7,1,4,1,"27,3","1,259","0,520",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"2,7","0,672","2,7",2,"23,7","0,587","3,1","11,8",0,"0,318","12,9",87,47,0
171,26,5,2,2,"15,6","1,235","0,339",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"15,6","1,235","0,0","15,6",0,"0,101","7,6",100,49,"0,00"
32,18,2,1,4,"60,0","1,211","0,228",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",2,"52,9","0,701","0,0","26,4",0,"0,250","27,7",88,46,0
191,26,5,3,2,"13,2","1,186","0,309",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"0,7","0,045","0,7",1,"12,5","1,141","0,7","12,5",0,"0,115","5,5",95,42,"0,00"
68,11,2,3,4,"10,7","1,184","0,569",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,2","0,565","3,2",2,"5,8","0,451","3,5","2,9",1,"0,250","5,7",54,53,0
181,28,5,2,4,"11,4","1,182","0,274",1,"4,4","0,585","4,4",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",2,"7,0","0,597","0,0","3,5",1,"0,213","4,9",61,43,"0,00"
259,24,4,2,1,"7,9","1,162","0,507",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"2,8","0,722","2,8",1,"5,2","0,440","2,8","5,2",0,"0,167","3,2",66,41,"0,00"
78,14,2,3,2,"7,8","1,127","0,524",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",2,"3,2","0,583","1,6",2,"3,8","0,340","2,8","1,9",1,"0,187","2,7",49,35,0
196,27,5,3,3,"12,1","1,106","0,566",0,"0,0","0,000","0,0",1,"1,1","0,195","1,1",2,"6,7","0,592","3,4",1,"4,3","0,319","7,8","4,3",1,"0,166","5,7",36,47,"0,00"
34,39,7,2,2,"8,4","1,087","0,455",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,2","0,868","3,2",1,"5,2","0,219","3,2","5,2",0,"0,167","2,4",62,29,"1,00"
125,18,2,4,1,"7,3","1,081","0,424",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,5","0,460","1,5",2,"5,4","0,465","0,0","2,7",0,"0,111","1,7",74,23,1
219,28,5,4,2,"9,0","1,056","0,218",1,"0,5","0,093","0,5",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",2,"8,4","0,963","0,0","4,2",0,"0,084","2,3",93,26,"0,00"
263,22,4,3,1,"8,1","1,043","0,673",1,"2,8","0,624","2,8",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,3","0,419","2,8","5,3",1,"0,248","4,0",65,49,"0,00"
44,13,2,2,4,"7,7","1,043","0,313",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,8","0,297","3,9","3,8",1,"0,204","2,3",49,30,0
180,28,5,2,3,"8,3","1,025","0,621",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,7","0,690","3,7",1,"4,6","0,335","3,7","4,6",1,"0,268","3,8",55,46,"0,00"
58,1,1,4,2,"9,1","1,021","0,232",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"2,0","0,488","2,0",1,"5,1","0,162","4,0","5,1",0,"0,149","3,6",56,40,1
120,16,2,4,4,"8,2","1,021","0,426",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,6","0,292","1,6",1,"6,5","0,667","1,8","6,5",1,"0,200","2,9",79,35,1
257,23,4,2,3,"7,9","1,017","0,449",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,0","0,709","3,0",1,"5,0","0,309","3,0","5,0",1,"0,158","2,3",63,29,"1,00"
30,1,1,2,2,"9,8","1,006","0,258",1,"1,3","0,155","1,3",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"8,4","0,744","1,5","8,4",0,"0,040","1,5",86,15,0
172,26,5,2,3,"19,1","1,002","0,711",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"7,9","0,649","7,9",1,"11,2","0,353","7,9","11,2",0,"0,171","8,9",59,47,"0,00"
69,38,7,4,1,"7,2","1,000","0,773",1,"1,7","0,475","1,7",1,"0,7","0,158","0,7",0,"0,0","0,000","0,0",1,"4,8","0,366","2,5","4,8",0,"0,137","2,7",67,38,"0,00"
41,36,7,3,1,"11,9","0,969","0,768",1,"0,1","0,055","0,1",1,"3,8","0,598","3,8",0,"0,0","0,000","0,0",1,"8,0","0,316","3,9","8,0",1,"0,129","4,1",67,34,"0,00"
49,38,7,3,1,"7,3","0,960","0,790",1,"1,5","0,430","1,5",1,"0,8","0,230","0,8",0,"0,0","0,000","0,0",1,"4,9","0,300","2,4","4,9",0,"0,121","2,6",67,36,"0,00"
175,27,5,2,2,"10,1","0,959","0,318",0,"0,0","0,000","0,0",1,"0,4","0,045","0,4",1,"2,4","0,473","2,4",2,"7,3","0,441","0,0","3,7",0,"0,081","2,7",72,27,"0,00"
29,1,1,2,1,"11,4","0,957","0,548",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,2","0,726","3,2",1,"8,0","0,132","3,4","8,0",1,"0,104","2,2",70,19,0
75,13,2,3,3,"9,5","0,949","0,590",0,"0,0","0,000","0,0",1,"0,5","0,150","0,5",1,"0,3","0,107","0,3",1,"4,5","0,172","5,0","4,5",1,"0,264","3,9",47,41,0
106,13,2,4,2,"7,4","0,947","0,661",0,"0,0","0,000","0,0",1,"2,0","0,335","2,0",1,"1,2","0,383","1,2",1,"3,8","0,166","3,5","3,8",1,"0,175","2,8",51,38,1
261,24,4,2,3,"8,2","0,898","0,732",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"2,9","0,489","2,9",1,"5,3","0,408","2,9","5,3",0,"0,173","3,8",65,46,"0,00"
124,17,2,4,4,"8,8","0,885","0,340",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,7","0,078","1,7",1,"6,9","0,749","1,9","6,9",0,"0,045","3,1",78,35,0
205,29,5,3,4,"8,4","0,848","0,384",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"8,4","0,848","0,0","8,4",1,"0,144","4,3",100,51,"0,00"
107,31,6,3,3,"11,5","0,801","0,827",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,7","0,479","1,7",1,"9,8","0,322","1,7","9,8",0,"0,051","3,6",85,31,"1,00"
63,36,7,4,3,"6,7","0,786","0,955",0,"0,0","0,000","0,0",1,"2,1","0,354","2,1",1,"1,0","0,229","1,0",1,"3,6","0,203","3,1","3,6",1,"0,280","3,1",54,46,"0,00"
187,30,5,2,2,"7,0","0,776","0,287",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"7,0","0,776","0,0","7,0",0,"0,061","2,1",100,30,"0,00"
59,40,7,3,3,"13,6","0,751","0,475",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,6","0,275","5,6",1,"8,0","0,476","5,6","8,0",0,"0,151","4,9",59,36,"0,00"
61,36,7,4,1,"6,5","0,748","0,711",1,"0,1","0,000","0,1",1,"3,0","0,411","3,0",0,"0,0","0,000","0,0",1,"3,4","0,336","3,1","3,4",1,"0,185","3,2",52,49,"0,00"
155,20,3,2,3,"6,7","0,731","0,697",0,"0,0","0,000","0,0",1,"1,0","0,110","1,0",0,"0,0","0,000","0,0",1,"3,9","0,194","2,8","3,9",1,"0,140","2,5",58,37,0
180,20,3,4,4,"6,0","0,726","0,915",0,"0,0","0,000","0,0",2,"1,9","0,342","1,0",0,"0,0","0,000","0,0",1,"3,5","0,241","2,5","3,5",1,"0,259","2,3",58,38,0
220,28,5,4,3,"10,2","0,724","0,954",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,8","0,444","1,8",1,"8,4","0,280","1,8","8,4",0,"0,053","2,0",82,20,"0,00"
165,20,3,3,1,"7,9","0,719","0,348",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"7,0","0,693","0,9","7,0",0,"0,032","2,0",89,25,0
43,36,7,3,3,"6,4","0,708","0,954",0,"0,0","0,000","0,0",1,"1,8","0,280","1,8",1,"0,9","0,207","0,9",1,"3,7","0,221","2,7","3,7",1,"0,241","2,7",58,42,"0,00"
64,2,1,4,4,"9,2","0,703","0,234",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,9","0,272","1,9",1,"7,0","0,328","2,3","7,0",0,"0,079","3,6",76,39,0
99,10,1,1,4,"4,1","0,692","0,844",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,1","0,692","0,0","4,1",0,"0,134","1,5",100,37,0
98,10,1,1,3,"4,7","0,688","0,860",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,7","0,688","0,0","4,7",0,"0,131","1,3",100,28,0
79,40,7,4,3,"7,6","0,685","0,947",0,"0,0","0,000","0,0",1,"1,6","0,261","1,6",1,"0,7","0,225","0,7",1,"5,2","0,200","2,4","5,2",0,"0,106","2,5",68,33,"0,00"
80,40,7,4,4,"7,8","0,678","0,973",0,"0,0","0,000","0,0",1,"1,8","0,245","1,8",1,"0,7","0,265","0,7",1,"5,4","0,167","2,5","5,4",0,"0,110","2,7",69,35,"0,00"
204,29,5,3,3,"5,8","0,674","0,903",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,5","0,386","1,5",1,"4,3","0,288","1,5","4,3",0,"0,069","1,8",74,31,"0,00"
60,40,7,3,4,"7,1","0,673","0,922",0,"0,0","0,000","0,0",1,"1,6","0,212","1,6",1,"0,7","0,219","0,7",1,"4,9","0,242","2,3","4,9",0,"0,105","2,5",69,35,"0,00"
266,22,4,3,4,"11,6","0,658","0,744",1,"2,0","0,197","2,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"9,6","0,461","2,0","9,6",0,"0,079","4,6",83,40,"0,00"
130,32,6,4,2,"7,1","0,658","0,215",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,5","0,306","1,5",2,"5,6","0,352","0,0","2,8",0,"0,072","2,8",79,39,"0,00"
62,2,1,4,2,"8,6","0,646","0,142",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"0,5","0,118","0,5",2,"7,7","0,436","0,0","3,9",0,"0,081","4,4",90,51,0
274,24,4,3,4,"7,3","0,646","0,810",1,"1,9","0,424","1,9",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,3","0,222","1,9","5,3",0,"0,077","2,0",73,27,"1,00"
66,11,2,3,2,"9,6","0,639","0,733",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,2","0,309","4,2",1,"5,0","0,284","4,6","5,0",1,"0,249","3,1",52,32,0
131,32,6,4,3,"6,1","0,612","0,982",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,4","0,439","1,4",1,"4,6","0,173","1,4","4,6",1,"0,215","1,3",75,21,"1,00"
195,27,5,3,2,"8,2","0,591","0,447",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"2,3","0,201","2,3",2,"5,9","0,391","0,0","2,9",1,"0,076","3,9",72,48,"0,00"
27,17,2,1,3,"5,8","0,574","0,982",0,"0,0","0,000","0,0",1,"1,5","0,205","1,5",1,"0,7","0,261","0,7",1,"3,4","0,041","2,5","3,4",0,"0,119","1,9",59,33,0
102,35,6,2,1,"7,6","0,562","0,769",0,"0,0","0,000","0,0",1,"0,5","0,044","0,5",1,"0,9","0,280","0,9",1,"6,2","0,239","1,4","6,2",0,"0,043","2,1",82,28,"0,00"
229,30,5,4,4,"7,3","0,558","0,812",1,"0,9","0,131","0,9",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,4","0,427","0,9","6,4",1,"0,088","2,4",88,33,"0,00"
282,22,4,4,4,"7,4","0,556","0,816",1,"2,5","0,244","2,5",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,8","0,312","2,5","4,8",1,"0,130","3,4",65,46,"0,00"
113,15,2,4,1,"5,6","0,542","0,403",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,6","0,542","0,0","5,6",1,"0,030","1,1",100,20,0
66,37,7,4,2,"6,8","0,540","0,553",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"2,4","0,278","2,4",1,"4,4","0,261","2,4","4,4",1,"0,103","2,2",65,32,"0,00"
52,15,2,2,4,"7,0","0,516","0,829",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,9","0,168","2,1","4,9",0,"0,066","2,1",70,30,0
50,38,7,3,2,"8,1","0,481","0,640",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"8,1","0,481","0,0","8,1",0,"0,061","2,7",100,33,"0,00"
230,26,5,5,1,,"0,475","0,577",1,"60,0","0,475","60,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000",,"0,0",0,"0,392","16,6",0,28,"1,00"
46,37,7,3,2,"6,7","0,470","0,628",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"2,0","0,233","2,0",1,"4,7","0,236","2,0","4,7",1,"0,095","1,8",70,27,"0,00"
246,24,4,1,4,"5,6","0,468","0,882",1,"0,5","0,043","0,5",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,1","0,425","0,5","5,1",1,"0,049","1,7",91,30,"0,00"
262,24,4,2,4,"5,1","0,459","0,895",1,"0,7","0,120","0,7",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,4","0,339","0,7","4,4",0,"0,028","1,3",86,25,"0,00"
62,36,7,4,2,"7,9","0,446","0,905",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,1","0,095","1,1",1,"6,7","0,350","1,1","6,7",1,"0,091","3,1",85,39,"0,00"
57,1,1,4,1,"7,0","0,435","0,891",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,8","0,285","1,8",1,"5,0","0,085","2,0","5,0",0,"0,081","3,4",71,49,0
6,37,7,1,2,"3,1","0,405","0,887",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"0,7","0,151","0,7",1,"2,4","0,254","0,7","2,4",1,"0,031","0,6",77,19,"0,00"
42,36,7,3,2,"8,4","0,401","0,899",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"0,9","0,053","0,9",1,"7,5","0,347","0,9","7,5",1,"0,081","2,9",89,35,"0,00"
91,32,6,2,2,"4,8","0,399","0,669",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,8","0,399","0,0","4,8",1,"0,047","1,4",100,29,"0,00"
60,17,2,2,4,"6,4","0,386","0,973",0,"0,0","0,000","0,0",1,"1,4","0,070","1,4",0,"0,0","0,000","0,0",1,"4,4","0,094","2,1","4,4",0,"0,040","1,0",69,16,0
124,35,6,3,4,"4,9","0,381","0,870",1,"0,4","0,000","0,4",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,5","0,381","0,4","4,5",1,"0,082","1,2",92,24,"0,00"
132,32,6,4,4,"7,2","0,376","0,714",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"7,2","0,376","0,0","7,2",0,"0,033","2,8",100,39,"0,00"
270,23,4,3,4,"4,7","0,363","0,973",1,"1,0","0,234","1,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,7","0,128","1,0","3,7",1,"0,096","0,7",79,15,"0,00"
126,31,6,4,2,"14,2","0,352","0,970",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"0,8","0,041","0,8",1,"13,4","0,310","0,8","13,4",1,"0,080","2,0",94,14,"0,00"
292,25,4,4,2,"5,2","0,350","0,991",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,2","0,350","0,0","5,2",1,"0,029","1,2",100,23,"0,00"
82,15,2,3,2,"5,7","0,344","0,935",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"1,1","0,074","1,1",1,"4,3","0,143","1,5","4,3",0,"0,030","1,0",75,18,0
32,38,7,2,4,"5,2","0,313","0,973",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,2","0,313","0,0","5,2",1,"0,108","1,1",100,21,"0,00"
207,30,5,3,2,"6,1","0,310","0,988",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,1","0,310","0,0","6,1",0,"0,028","2,1",100,34,"0,00"
136,33,6,4,4,"7,5","0,307","0,371",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"7,5","0,307","0,0","7,5",0,"0,012","1,7",100,23,"0,00"
201,28,5,3,4,"6,9","0,297","0,920",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,9","0,297","0,0","6,9",0,"0,030","3,1",100,45,"0,00"
22,36,7,2,2,"5,6","0,290","0,965",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,6","0,290","0,0","5,6",1,"0,029","1,2",100,21,"0,00"
48,14,2,2,4,"4,9","0,275","0,985",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,7","0,141","1,2","3,7",1,"0,049","0,8",76,16,0
70,38,7,4,2,"7,8","0,272","0,778",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"7,8","0,272","0,0","7,8",0,"0,022","2,0",100,26,"0,00"
107,10,1,2,4,"6,7","0,260","0,937",1,"2,1","0,184","2,1",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,6","0,076","2,1","4,6",0,"0,015","0,6",69,9,0
154,20,3,2,2,"5,3","0,236","0,264",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,3","0,236","0,0","5,3",1,"0,005","0,3",100,6,0
140,34,6,4,4,"6,0","0,232","0,978",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,0","0,232","0,0","6,0",0,"0,017","2,0",100,33,"0,00"
183,21,3,4,3,"5,0","0,196","0,787",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,7","0,159","1,3","3,7",0,"0,008","0,4",74,8,0
60,1,1,4,4,"6,0","0,186","0,912",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,0","0,186","0,0","6,0",0,"0,047","2,4",100,40,0
112,32,6,3,4,"6,2","0,173","0,377",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,2","0,173","0,0","6,2",0,"0,002","0,5",100,8,"0,00"
26,37,7,2,2,"5,4","0,172","0,824",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,4","0,172","0,0","5,4",0,"0,024","1,6",100,30,"0,00"
110,32,6,3,2,"3,9","0,149","0,280",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"3,9","0,149","0,0","3,9",1,"0,001","0,3",100,8,"0,00"
63,2,1,4,3,"6,6","0,108","0,435",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,6","0,108","0,0","6,6",0,"0,062","3,8",100,58,0
48,6,1,2,4,"5,2","0,099","0,370",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,2","0,099","0,0","5,2",1,"0,000","0,0",100,0,0
116,33,6,3,4,"4,4","0,079","0,974",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,4","0,079","0,0","4,4",0,"0,001","0,6",100,14,"0,00"
118,34,6,3,2,"5,7","0,075","0,967",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,7","0,075","0,0","5,7",0,"0,002","0,7",100,12,"0,00"
54,16,2,2,2,"4,4","0,068","0,895",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,4","0,068","0,0","4,4",1,"0,001","0,3",100,7,0
156,20,3,2,4,"4,8","0,063","0,979",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,8","0,063","0,0","4,8",1,"0,000","0,0",100,0,0
126,18,2,4,2,"5,8","0,050","1,000",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,8","0,050","0,0","5,8",0,"0,001","0,2",100,3,0
53,8,1,2,1,"5,6","0,043","0,668",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,6","0,043","0,0","5,6",0,"0,000","0,3",100,5,0
76,5,1,4,4,"6,0","0,034","0,970",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"6,0","0,034","0,0","6,0",0,"0,028","1,1",100,18,0
20,5,1,1,4,"5,7","0,034","0,989",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,7","0,034","0,0","5,7",1,"0,000","0,0",100,0,0
107,13,2,4,3,"5,6","0,000",,0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"5,6","0,000","0,0","5,6",0,"0,000","0,0",100,0,0
16,14,2,1,4,"4,9","0,000",,0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,9","0,000","0,0","4,9",0,"0,000","0,0",100,0,0
77,14,2,3,1,"4,2","0,000",,0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,2","0,000","0,0","4,2",1,"0,000","0,0",100,0,0
59,17,2,2,3,"4,1","0,000",,0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",0,"0,0","0,000","0,0",1,"4,1","0,000","0,0","4,1",1,"0,000","0,0",100,0,0